,datetime,ghi,gti,power
47,2017-10-01 11:45:00,,,13.02
48,2017-10-01 12:00:00,,,13.16
49,2017-10-01 12:15:00,,,12.96
50,2017-10-01 12:30:00,,,12.77
51,2017-10-01 12:45:00,,,12.7
52,2017-10-01 13:00:00,,,12.42
53,2017-10-01 13:15:00,,,12.08
54,2017-10-01 13:30:00,,,12.07
55,2017-10-01 13:45:00,,,11.38
56,2017-10-01 14:00:00,,,10.78
57,2017-10-01 14:15:00,,,10.45
58,2017-10-01 14:30:00,,,10.02
59,2017-10-01 14:45:00,,,9.23
60,2017-10-01 15:00:00,,,8.33
61,2017-10-01 15:15:00,,,7.42
62,2017-10-01 15:30:00,,,6.35
63,2017-10-01 15:45:00,,,5.35
64,2017-10-01 16:00:00,,,4.11
65,2017-10-01 16:15:00,,,2.98
66,2017-10-01 16:30:00,,,1.98
67,2017-10-01 16:45:00,,,1.21
68,2017-10-01 17:00:00,,,0.64
69,2017-10-01 17:15:00,,,0.25
70,2017-10-01 17:30:00,,,0.04
71,2017-10-01 17:45:00,,,0.0
72,2017-10-01 18:00:00,0.0,0.0,0.0
73,2017-10-01 18:15:00,0.0,0.0,0.0
74,2017-10-01 18:30:00,0.0,0.0,0.0
75,2017-10-01 18:45:00,0.0,0.0,0.0
76,2017-10-01 19:00:00,0.0,0.0,0.0
77,2017-10-01 19:15:00,0.0,0.0,0.0
78,2017-10-01 19:30:00,0.0,0.0,0.0
79,2017-10-01 19:45:00,0.0,0.0,0.0
80,2017-10-01 20:00:00,0.0,0.0,0.0
81,2017-10-01 20:15:00,0.0,0.0,0.0
82,2017-10-01 20:30:00,0.0,0.0,0.0
83,2017-10-01 20:45:00,0.0,0.0,0.0
84,2017-10-01 21:00:00,0.0,0.0,0.0
85,2017-10-01 21:15:00,0.0,0.0,0.0
86,2017-10-01 21:30:00,0.0,0.0,0.0
87,2017-10-01 21:45:00,0.0,0.0,0.0
88,2017-10-01 22:00:00,0.0,0.0,0.0
89,2017-10-01 22:15:00,0.0,0.0,0.0
90,2017-10-01 22:30:00,0.0,0.0,0.0
91,2017-10-01 22:45:00,0.0,0.0,0.0
92,2017-10-01 23:00:00,0.0,0.0,0.0
93,2017-10-01 23:15:00,0.0,0.0,0.0
94,2017-10-01 23:30:00,0.0,0.0,0.0
95,2017-10-01 23:45:00,0.0,0.0,0.0
96,2017-10-02 00:00:00,0.0,0.0,0.0
97,2017-10-02 00:15:00,0.0,0.0,0.0
98,2017-10-02 00:30:00,0.0,0.0,0.0
99,2017-10-02 00:45:00,0.0,0.0,0.0
100,2017-10-02 01:00:00,0.0,0.0,0.0
101,2017-10-02 01:15:00,0.0,0.0,0.0
102,2017-10-02 01:30:00,0.0,0.0,0.0
103,2017-10-02 01:45:00,0.0,0.0,0.0
104,2017-10-02 02:00:00,0.0,0.0,0.0
105,2017-10-02 02:15:00,0.0,0.0,0.0
106,2017-10-02 02:30:00,0.0,0.0,0.0
107,2017-10-02 02:45:00,0.0,0.0,0.0
108,2017-10-02 03:00:00,0.0,0.0,0.0
109,2017-10-02 03:15:00,0.0,0.0,0.0
110,2017-10-02 03:30:00,0.0,0.0,0.0
111,2017-10-02 03:45:00,0.0,0.0,0.0
112,2017-10-02 04:00:00,0.0,0.0,0.0
113,2017-10-02 04:15:00,0.0,0.0,0.0
114,2017-10-02 04:30:00,0.0,0.0,0.0
115,2017-10-02 04:45:00,0.0,0.0,0.0
116,2017-10-02 05:00:00,0.0,0.0,0.0
117,2017-10-02 05:15:00,0.0,0.0,0.0
118,2017-10-02 05:30:00,0.0,0.0,0.0
119,2017-10-02 05:45:00,0.0,0.0,0.0
120,2017-10-02 06:00:00,,,0.0
121,2017-10-02 06:15:00,,,0.0
122,2017-10-02 06:30:00,,,0.0
123,2017-10-02 06:45:00,,,0.08
124,2017-10-02 07:00:00,,,0.34
125,2017-10-02 07:15:00,,,0.8
126,2017-10-02 07:30:00,,,1.4
127,2017-10-02 07:45:00,,,2.23
128,2017-10-02 08:00:00,,,3.13
129,2017-10-02 08:15:00,,,6.24
130,2017-10-02 08:30:00,,,5.1
131,2017-10-02 08:45:00,,,6.08
132,2017-10-02 09:00:00,,,7.04
133,2017-10-02 09:15:00,,,7.91
134,2017-10-02 09:30:00,,,8.54
135,2017-10-02 09:45:00,,,9.41
136,2017-10-02 10:00:00,,,10.08
137,2017-10-02 10:15:00,,,10.6
138,2017-10-02 10:30:00,,,11.05
139,2017-10-02 10:45:00,,,11.69
140,2017-10-02 11:00:00,,,12.09
141,2017-10-02 11:15:00,,,12.56
142,2017-10-02 11:30:00,,,12.77
143,2017-10-02 11:45:00,,,13.02
144,2017-10-02 12:00:00,,,13.16
145,2017-10-02 12:15:00,,,12.96
146,2017-10-02 12:30:00,,,12.77
147,2017-10-02 12:45:00,,,12.7
148,2017-10-02 13:00:00,,,12.42
149,2017-10-02 13:15:00,,,12.08
150,2017-10-02 13:30:00,,,12.07
151,2017-10-02 13:45:00,,,11.38
152,2017-10-02 14:00:00,,,10.78
153,2017-10-02 14:15:00,,,10.45
154,2017-10-02 14:30:00,,,10.02
155,2017-10-02 14:45:00,,,9.23
156,2017-10-02 15:00:00,,,8.33
157,2017-10-02 15:15:00,,,7.42
158,2017-10-02 15:30:00,,,6.35
159,2017-10-02 15:45:00,,,5.35
160,2017-10-02 16:00:00,,,4.11
161,2017-10-02 16:15:00,,,2.98
162,2017-10-02 16:30:00,,,1.98
163,2017-10-02 16:45:00,,,1.21
164,2017-10-02 17:00:00,,,0.64
165,2017-10-02 17:15:00,,,0.25
166,2017-10-02 17:30:00,,,0.04
167,2017-10-02 17:45:00,,,0.0
168,2017-10-02 18:00:00,0.0,0.0,0.0
169,2017-10-02 18:15:00,0.0,0.0,0.0
170,2017-10-02 18:30:00,0.0,0.0,0.0
171,2017-10-02 18:45:00,0.0,0.0,0.0
172,2017-10-02 19:00:00,0.0,0.0,0.0
173,2017-10-02 19:15:00,0.0,0.0,0.0
174,2017-10-02 19:30:00,0.0,0.0,0.0
175,2017-10-02 19:45:00,0.0,0.0,0.0
176,2017-10-02 20:00:00,0.0,0.0,0.0
177,2017-10-02 20:15:00,0.0,0.0,0.0
178,2017-10-02 20:30:00,0.0,0.0,0.0
179,2017-10-02 20:45:00,0.0,0.0,0.0
180,2017-10-02 21:00:00,0.0,0.0,0.0
181,2017-10-02 21:15:00,0.0,0.0,0.0
182,2017-10-02 21:30:00,0.0,0.0,0.0
183,2017-10-02 21:45:00,0.0,0.0,0.0
184,2017-10-02 22:00:00,0.0,0.0,0.0
185,2017-10-02 22:15:00,0.0,0.0,0.0
186,2017-10-02 22:30:00,0.0,0.0,0.0
187,2017-10-02 22:45:00,0.0,0.0,0.0
188,2017-10-02 23:00:00,0.0,0.0,0.0
189,2017-10-02 23:15:00,0.0,0.0,0.0
190,2017-10-02 23:30:00,0.0,0.0,0.0
191,2017-10-02 23:45:00,0.0,0.0,0.0
192,2017-10-03 00:00:00,0.0,0.0,0.0
193,2017-10-03 00:15:00,0.0,0.0,0.0
194,2017-10-03 00:30:00,0.0,0.0,0.0
195,2017-10-03 00:45:00,0.0,0.0,0.0
196,2017-10-03 01:00:00,0.0,0.0,0.0
197,2017-10-03 01:15:00,0.0,0.0,0.0
198,2017-10-03 01:30:00,0.0,0.0,0.0
199,2017-10-03 01:45:00,0.0,0.0,0.0
200,2017-10-03 02:00:00,0.0,0.0,0.0
201,2017-10-03 02:15:00,0.0,0.0,0.0
202,2017-10-03 02:30:00,0.0,0.0,0.0
203,2017-10-03 02:45:00,0.0,0.0,0.0
204,2017-10-03 03:00:00,0.0,0.0,0.0
205,2017-10-03 03:15:00,0.0,0.0,0.0
206,2017-10-03 03:30:00,0.0,0.0,0.0
207,2017-10-03 03:45:00,0.0,0.0,0.0
208,2017-10-03 04:00:00,0.0,0.0,0.0
209,2017-10-03 04:15:00,0.0,0.0,0.0
210,2017-10-03 04:30:00,0.0,0.0,0.0
211,2017-10-03 04:45:00,0.0,0.0,0.0
212,2017-10-03 05:00:00,0.0,0.0,0.0
213,2017-10-03 05:15:00,0.0,0.0,0.0
214,2017-10-03 05:30:00,0.0,0.0,0.0
215,2017-10-03 05:45:00,0.0,0.0,0.0
216,2017-10-03 06:00:00,,,0.0
217,2017-10-03 06:15:00,,,0.0
218,2017-10-03 06:30:00,,,0.0
219,2017-10-03 06:45:00,,,0.08
220,2017-10-03 07:00:00,,,0.34
221,2017-10-03 07:15:00,,,0.8
222,2017-10-03 07:30:00,,,1.4
223,2017-10-03 07:45:00,,,2.23
224,2017-10-03 08:00:00,,,3.13
225,2017-10-03 08:15:00,,,6.24
226,2017-10-03 08:30:00,,,5.1
227,2017-10-03 08:45:00,,,6.08
228,2017-10-03 09:00:00,,,7.04
229,2017-10-03 09:15:00,,,7.91
230,2017-10-03 09:30:00,,,8.54
231,2017-10-03 09:45:00,,,9.41
232,2017-10-03 10:00:00,,,10.08
233,2017-10-03 10:15:00,,,10.6
234,2017-10-03 10:30:00,,,11.05
235,2017-10-03 10:45:00,,,11.69
236,2017-10-03 11:00:00,,,12.09
237,2017-10-03 11:15:00,,,12.56
238,2017-10-03 11:30:00,,,12.77
239,2017-10-03 11:45:00,,,13.02
240,2017-10-03 12:00:00,,,13.16
241,2017-10-03 12:15:00,,,12.96
242,2017-10-03 12:30:00,,,12.77
243,2017-10-03 12:45:00,,,12.7
244,2017-10-03 13:00:00,,,12.42
245,2017-10-03 13:15:00,,,12.08
246,2017-10-03 13:30:00,,,12.07
247,2017-10-03 13:45:00,,,11.38
248,2017-10-03 14:00:00,,,10.78
249,2017-10-03 14:15:00,,,10.45
250,2017-10-03 14:30:00,,,10.02
251,2017-10-03 14:45:00,,,9.23
252,2017-10-03 15:00:00,,,8.33
253,2017-10-03 15:15:00,,,7.42
254,2017-10-03 15:30:00,,,6.35
255,2017-10-03 15:45:00,,,5.35
256,2017-10-03 16:00:00,,,4.11
257,2017-10-03 16:15:00,,,2.98
258,2017-10-03 16:30:00,,,1.98
259,2017-10-03 16:45:00,,,1.21
260,2017-10-03 17:00:00,,,0.64
261,2017-10-03 17:15:00,,,0.25
262,2017-10-03 17:30:00,,,0.04
263,2017-10-03 17:45:00,,,0.0
264,2017-10-03 18:00:00,0.0,0.0,0.0
265,2017-10-03 18:15:00,0.0,0.0,0.0
266,2017-10-03 18:30:00,0.0,0.0,0.0
267,2017-10-03 18:45:00,0.0,0.0,0.0
268,2017-10-03 19:00:00,0.0,0.0,0.0
269,2017-10-03 19:15:00,0.0,0.0,0.0
270,2017-10-03 19:30:00,0.0,0.0,0.0
271,2017-10-03 19:45:00,0.0,0.0,0.0
272,2017-10-03 20:00:00,0.0,0.0,0.0
273,2017-10-03 20:15:00,0.0,0.0,0.0
274,2017-10-03 20:30:00,0.0,0.0,0.0
275,2017-10-03 20:45:00,0.0,0.0,0.0
276,2017-10-03 21:00:00,0.0,0.0,0.0
277,2017-10-03 21:15:00,0.0,0.0,0.0
278,2017-10-03 21:30:00,0.0,0.0,0.0
279,2017-10-03 21:45:00,0.0,0.0,0.0
280,2017-10-03 22:00:00,0.0,0.0,0.0
281,2017-10-03 22:15:00,0.0,0.0,0.0
282,2017-10-03 22:30:00,0.0,0.0,0.0
283,2017-10-03 22:45:00,0.0,0.0,0.0
284,2017-10-03 23:00:00,0.0,0.0,0.0
285,2017-10-03 23:15:00,0.0,0.0,0.0
286,2017-10-03 23:30:00,0.0,0.0,0.0
287,2017-10-03 23:45:00,0.0,0.0,0.0
288,2017-10-04 00:00:00,0.0,0.0,0.0
289,2017-10-04 00:15:00,0.0,0.0,0.0
290,2017-10-04 00:30:00,0.0,0.0,0.0
291,2017-10-04 00:45:00,0.0,0.0,0.0
292,2017-10-04 01:00:00,0.0,0.0,0.0
293,2017-10-04 01:15:00,0.0,0.0,0.0
294,2017-10-04 01:30:00,0.0,0.0,0.0
295,2017-10-04 01:45:00,0.0,0.0,0.0
296,2017-10-04 02:00:00,0.0,0.0,0.0
297,2017-10-04 02:15:00,0.0,0.0,0.0
298,2017-10-04 02:30:00,0.0,0.0,0.0
299,2017-10-04 02:45:00,0.0,0.0,0.0
300,2017-10-04 03:00:00,0.0,0.0,0.0
301,2017-10-04 03:15:00,0.0,0.0,0.0
302,2017-10-04 03:30:00,0.0,0.0,0.0
303,2017-10-04 03:45:00,0.0,0.0,0.0
304,2017-10-04 04:00:00,0.0,0.0,0.0
305,2017-10-04 04:15:00,0.0,0.0,0.0
306,2017-10-04 04:30:00,0.0,0.0,0.0
307,2017-10-04 04:45:00,0.0,0.0,0.0
308,2017-10-04 05:00:00,0.0,0.0,0.0
309,2017-10-04 05:15:00,0.0,0.0,0.0
310,2017-10-04 05:30:00,0.0,0.0,0.0
311,2017-10-04 05:45:00,0.0,0.0,0.0
312,2017-10-04 06:00:00,,,0.0
313,2017-10-04 06:15:00,,,0.0
314,2017-10-04 06:30:00,,,0.0
315,2017-10-04 06:45:00,,,0.08
316,2017-10-04 07:00:00,,,0.34
317,2017-10-04 07:15:00,,,0.8
318,2017-10-04 07:30:00,,,1.4
319,2017-10-04 07:45:00,,,2.23
320,2017-10-04 08:00:00,,,3.13
321,2017-10-04 08:15:00,,,6.24
322,2017-10-04 08:30:00,,,5.1
323,2017-10-04 08:45:00,,,6.08
324,2017-10-04 09:00:00,,,7.04
325,2017-10-04 09:15:00,,,7.91
326,2017-10-04 09:30:00,,,8.54
327,2017-10-04 09:45:00,,,9.41
328,2017-10-04 10:00:00,,,10.08
329,2017-10-04 10:15:00,,,10.6
330,2017-10-04 10:30:00,,,11.05
331,2017-10-04 10:45:00,,,11.69
332,2017-10-04 11:00:00,,,12.09
333,2017-10-04 11:15:00,,,12.56
334,2017-10-04 11:30:00,,,12.77
335,2017-10-04 11:45:00,,,13.02
336,2017-10-04 12:00:00,,,13.16
337,2017-10-04 12:15:00,,,12.96
338,2017-10-04 12:30:00,,,12.77
339,2017-10-04 12:45:00,,,12.7
340,2017-10-04 13:00:00,,,12.42
341,2017-10-04 13:15:00,,,12.08
342,2017-10-04 13:30:00,,,12.07
343,2017-10-04 13:45:00,,,11.38
344,2017-10-04 14:00:00,,,10.78
345,2017-10-04 14:15:00,,,10.45
346,2017-10-04 14:30:00,,,10.02
347,2017-10-04 14:45:00,,,9.23
348,2017-10-04 15:00:00,,,8.33
349,2017-10-04 15:15:00,,,7.42
350,2017-10-04 15:30:00,,,6.35
351,2017-10-04 15:45:00,,,5.35
352,2017-10-04 16:00:00,,,4.11
353,2017-10-04 16:15:00,,,2.98
354,2017-10-04 16:30:00,,,1.98
355,2017-10-04 16:45:00,,,1.21
356,2017-10-04 17:00:00,,,0.64
357,2017-10-04 17:15:00,,,0.25
358,2017-10-04 17:30:00,,,0.04
359,2017-10-04 17:45:00,,,0.0
360,2017-10-04 18:00:00,0.0,0.0,0.0
361,2017-10-04 18:15:00,0.0,0.0,0.0
362,2017-10-04 18:30:00,0.0,0.0,0.0
363,2017-10-04 18:45:00,0.0,0.0,0.0
364,2017-10-04 19:00:00,0.0,0.0,0.0
365,2017-10-04 19:15:00,0.0,0.0,0.0
366,2017-10-04 19:30:00,0.0,0.0,0.0
367,2017-10-04 19:45:00,0.0,0.0,0.0
368,2017-10-04 20:00:00,0.0,0.0,0.0
369,2017-10-04 20:15:00,0.0,0.0,0.0
370,2017-10-04 20:30:00,0.0,0.0,0.0
371,2017-10-04 20:45:00,0.0,0.0,0.0
372,2017-10-04 21:00:00,0.0,0.0,0.0
373,2017-10-04 21:15:00,0.0,0.0,0.0
374,2017-10-04 21:30:00,0.0,0.0,0.0
375,2017-10-04 21:45:00,0.0,0.0,0.0
376,2017-10-04 22:00:00,0.0,0.0,0.0
377,2017-10-04 22:15:00,0.0,0.0,0.0
378,2017-10-04 22:30:00,0.0,0.0,0.0
379,2017-10-04 22:45:00,0.0,0.0,0.0
380,2017-10-04 23:00:00,0.0,0.0,0.0
381,2017-10-04 23:15:00,0.0,0.0,0.0
382,2017-10-04 23:30:00,0.0,0.0,0.0
383,2017-10-04 23:45:00,0.0,0.0,0.0
384,2017-10-05 00:00:00,0.0,0.0,0.0
385,2017-10-05 00:15:00,0.0,0.0,0.0
386,2017-10-05 00:30:00,0.0,0.0,0.0
387,2017-10-05 00:45:00,0.0,0.0,0.0
388,2017-10-05 01:00:00,0.0,0.0,0.0
389,2017-10-05 01:15:00,0.0,0.0,0.0
390,2017-10-05 01:30:00,0.0,0.0,0.0
391,2017-10-05 01:45:00,0.0,0.0,0.0
392,2017-10-05 02:00:00,0.0,0.0,0.0
393,2017-10-05 02:15:00,0.0,0.0,0.0
394,2017-10-05 02:30:00,0.0,0.0,0.0
395,2017-10-05 02:45:00,0.0,0.0,0.0
396,2017-10-05 03:00:00,0.0,0.0,0.0
397,2017-10-05 03:15:00,0.0,0.0,0.0
398,2017-10-05 03:30:00,0.0,0.0,0.0
399,2017-10-05 03:45:00,0.0,0.0,0.0
400,2017-10-05 04:00:00,0.0,0.0,0.0
401,2017-10-05 04:15:00,0.0,0.0,0.0
402,2017-10-05 04:30:00,0.0,0.0,0.0
403,2017-10-05 04:45:00,0.0,0.0,0.0
404,2017-10-05 05:00:00,0.0,0.0,0.0
405,2017-10-05 05:15:00,0.0,0.0,0.0
406,2017-10-05 05:30:00,0.0,0.0,0.0
407,2017-10-05 05:45:00,0.0,0.0,0.0
408,2017-10-05 06:00:00,,,0.0
409,2017-10-05 06:15:00,,,0.0
410,2017-10-05 06:30:00,,,0.0
411,2017-10-05 06:45:00,,,0.08
412,2017-10-05 07:00:00,,,0.34
413,2017-10-05 07:15:00,,,0.8
414,2017-10-05 07:30:00,,,1.4
415,2017-10-05 07:45:00,,,2.23
416,2017-10-05 08:00:00,,,3.13
417,2017-10-05 08:15:00,,,6.24
418,2017-10-05 08:30:00,,,5.1
419,2017-10-05 08:45:00,,,6.08
420,2017-10-05 09:00:00,,,7.04
421,2017-10-05 09:15:00,,,7.91
422,2017-10-05 09:30:00,,,8.54
423,2017-10-05 09:45:00,,,9.41
424,2017-10-05 10:00:00,,,10.08
425,2017-10-05 10:15:00,,,10.6
426,2017-10-05 10:30:00,,,11.05
427,2017-10-05 10:45:00,,,11.69
428,2017-10-05 11:00:00,,,12.09
429,2017-10-05 11:15:00,,,12.56
430,2017-10-05 11:30:00,,,12.77
431,2017-10-05 11:45:00,,,13.02
432,2017-10-05 12:00:00,,,13.16
433,2017-10-05 12:15:00,,,12.96
434,2017-10-05 12:30:00,,,12.77
435,2017-10-05 12:45:00,,,12.7
436,2017-10-05 13:00:00,,,12.42
437,2017-10-05 13:15:00,,,12.08
438,2017-10-05 13:30:00,,,12.07
439,2017-10-05 13:45:00,,,11.38
440,2017-10-05 14:00:00,,,10.78
441,2017-10-05 14:15:00,,,10.45
442,2017-10-05 14:30:00,,,10.02
443,2017-10-05 14:45:00,,,9.23
444,2017-10-05 15:00:00,,,8.33
445,2017-10-05 15:15:00,,,7.42
446,2017-10-05 15:30:00,,,6.35
447,2017-10-05 15:45:00,,,5.35
448,2017-10-05 16:00:00,,,4.11
449,2017-10-05 16:15:00,,,2.98
450,2017-10-05 16:30:00,,,1.98
451,2017-10-05 16:45:00,,,1.21
452,2017-10-05 17:00:00,,,0.64
453,2017-10-05 17:15:00,,,0.25
454,2017-10-05 17:30:00,,,0.04
455,2017-10-05 17:45:00,,,0.0
456,2017-10-05 18:00:00,0.0,0.0,0.0
457,2017-10-05 18:15:00,0.0,0.0,0.0
458,2017-10-05 18:30:00,0.0,0.0,0.0
459,2017-10-05 18:45:00,0.0,0.0,0.0
460,2017-10-05 19:00:00,0.0,0.0,0.0
461,2017-10-05 19:15:00,0.0,0.0,0.0
462,2017-10-05 19:30:00,0.0,0.0,0.0
463,2017-10-05 19:45:00,0.0,0.0,0.0
464,2017-10-05 20:00:00,0.0,0.0,0.0
465,2017-10-05 20:15:00,0.0,0.0,0.0
466,2017-10-05 20:30:00,0.0,0.0,0.0
467,2017-10-05 20:45:00,0.0,0.0,0.0
468,2017-10-05 21:00:00,0.0,0.0,0.0
469,2017-10-05 21:15:00,0.0,0.0,0.0
470,2017-10-05 21:30:00,0.0,0.0,0.0
471,2017-10-05 21:45:00,0.0,0.0,0.0
472,2017-10-05 22:00:00,0.0,0.0,0.0
473,2017-10-05 22:15:00,0.0,0.0,0.0
474,2017-10-05 22:30:00,0.0,0.0,0.0
475,2017-10-05 22:45:00,0.0,0.0,0.0
476,2017-10-05 23:00:00,0.0,0.0,0.0
477,2017-10-05 23:15:00,0.0,0.0,0.0
478,2017-10-05 23:30:00,0.0,0.0,0.0
479,2017-10-05 23:45:00,0.0,0.0,0.0
480,2017-10-06 00:00:00,0.0,0.0,0.0
481,2017-10-06 00:15:00,0.0,0.0,0.0
482,2017-10-06 00:30:00,0.0,0.0,0.0
483,2017-10-06 00:45:00,0.0,0.0,0.0
484,2017-10-06 01:00:00,0.0,0.0,0.0
485,2017-10-06 01:15:00,0.0,0.0,0.0
486,2017-10-06 01:30:00,0.0,0.0,0.0
487,2017-10-06 01:45:00,0.0,0.0,0.0
488,2017-10-06 02:00:00,0.0,0.0,0.0
489,2017-10-06 02:15:00,0.0,0.0,0.0
490,2017-10-06 02:30:00,0.0,0.0,0.0
491,2017-10-06 02:45:00,0.0,0.0,0.0
492,2017-10-06 03:00:00,0.0,0.0,0.0
493,2017-10-06 03:15:00,0.0,0.0,0.0
494,2017-10-06 03:30:00,0.0,0.0,0.0
495,2017-10-06 03:45:00,0.0,0.0,0.0
496,2017-10-06 04:00:00,0.0,0.0,0.0
497,2017-10-06 04:15:00,0.0,0.0,0.0
498,2017-10-06 04:30:00,0.0,0.0,0.0
499,2017-10-06 04:45:00,0.0,0.0,0.0
500,2017-10-06 05:00:00,0.0,0.0,0.0
501,2017-10-06 05:15:00,0.0,0.0,0.0
502,2017-10-06 05:30:00,0.0,0.0,0.0
503,2017-10-06 05:45:00,0.0,0.0,0.0
504,2017-10-06 06:00:00,,,0.0
505,2017-10-06 06:15:00,,,0.0
506,2017-10-06 06:30:00,,,0.0
507,2017-10-06 06:45:00,,,0.08
508,2017-10-06 07:00:00,,,0.34
509,2017-10-06 07:15:00,,,0.8
510,2017-10-06 07:30:00,,,1.4
511,2017-10-06 07:45:00,,,2.23
512,2017-10-06 08:00:00,,,3.13
513,2017-10-06 08:15:00,,,6.24
514,2017-10-06 08:30:00,,,5.1
515,2017-10-06 08:45:00,,,6.08
516,2017-10-06 09:00:00,,,7.04
517,2017-10-06 09:15:00,,,7.91
518,2017-10-06 09:30:00,,,8.54
519,2017-10-06 09:45:00,,,9.41
520,2017-10-06 10:00:00,,,10.08
521,2017-10-06 10:15:00,,,10.6
522,2017-10-06 10:30:00,,,11.05
523,2017-10-06 10:45:00,,,11.69
524,2017-10-06 11:00:00,,,12.09
525,2017-10-06 11:15:00,,,12.56
526,2017-10-06 11:30:00,,,12.77
527,2017-10-06 11:45:00,,,13.02
528,2017-10-06 12:00:00,,,13.16
529,2017-10-06 12:15:00,,,12.96
530,2017-10-06 12:30:00,,,12.77
531,2017-10-06 12:45:00,,,12.7
532,2017-10-06 13:00:00,,,12.42
533,2017-10-06 13:15:00,,,12.08
534,2017-10-06 13:30:00,,,12.07
535,2017-10-06 13:45:00,,,11.38
536,2017-10-06 14:00:00,,,10.78
537,2017-10-06 14:15:00,,,10.45
538,2017-10-06 14:30:00,,,10.02
539,2017-10-06 14:45:00,,,9.23
540,2017-10-06 15:00:00,,,8.33
541,2017-10-06 15:15:00,,,7.42
542,2017-10-06 15:30:00,,,6.35
543,2017-10-06 15:45:00,,,5.35
544,2017-10-06 16:00:00,,,4.11
545,2017-10-06 16:15:00,,,2.98
546,2017-10-06 16:30:00,,,1.98
547,2017-10-06 16:45:00,,,1.21
548,2017-10-06 17:00:00,,,0.64
549,2017-10-06 17:15:00,,,0.25
550,2017-10-06 17:30:00,,,0.04
551,2017-10-06 17:45:00,,,0.0
552,2017-10-06 18:00:00,0.0,0.0,0.0
553,2017-10-06 18:15:00,0.0,0.0,0.0
554,2017-10-06 18:30:00,0.0,0.0,0.0
555,2017-10-06 18:45:00,0.0,0.0,0.0
556,2017-10-06 19:00:00,0.0,0.0,0.0
557,2017-10-06 19:15:00,0.0,0.0,0.0
558,2017-10-06 19:30:00,0.0,0.0,0.0
559,2017-10-06 19:45:00,0.0,0.0,0.0
560,2017-10-06 20:00:00,0.0,0.0,0.0
561,2017-10-06 20:15:00,0.0,0.0,0.0
562,2017-10-06 20:30:00,0.0,0.0,0.0
563,2017-10-06 20:45:00,0.0,0.0,0.0
564,2017-10-06 21:00:00,0.0,0.0,0.0
565,2017-10-06 21:15:00,0.0,0.0,0.0
566,2017-10-06 21:30:00,0.0,0.0,0.0
567,2017-10-06 21:45:00,0.0,0.0,0.0
568,2017-10-06 22:00:00,0.0,0.0,0.0
569,2017-10-06 22:15:00,0.0,0.0,0.0
570,2017-10-06 22:30:00,0.0,0.0,0.0
571,2017-10-06 22:45:00,0.0,0.0,0.0
572,2017-10-06 23:00:00,0.0,0.0,0.0
573,2017-10-06 23:15:00,0.0,0.0,0.0
574,2017-10-06 23:30:00,0.0,0.0,0.0
575,2017-10-06 23:45:00,0.0,0.0,0.0
576,2017-10-07 00:00:00,0.0,0.0,0.0
577,2017-10-07 00:15:00,0.0,0.0,0.0
578,2017-10-07 00:30:00,0.0,0.0,0.0
579,2017-10-07 00:45:00,0.0,0.0,0.0
580,2017-10-07 01:00:00,0.0,0.0,0.0
